"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","92","""Authorization"" Can't get data when X-AUTH-TOKEN does not match a valid token. @GET","api-tests","Wed Mar 19 07:45:31 GMT 2025","passed","Wed Mar 19 07:45:32 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","87","Check status code 500 (internal server error). @PATCH","api-tests","Wed Mar 19 07:45:31 GMT 2025","passed","Wed Mar 19 07:45:31 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","89","""Authorization"" Can't create a note when no X-AUTH-TOKEN present. @POST","api-tests","Wed Mar 19 07:45:32 GMT 2025","passed","Wed Mar 19 07:45:32 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","93","Create a todo with max out content. @POST","api-tests","Wed Mar 19 07:45:28 GMT 2025","passed","Wed Mar 19 07:45:28 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","169","Retrieve the current todos database for the user. @GET","api-tests","Wed Mar 19 07:45:30 GMT 2025","passed","Wed Mar 19 07:45:31 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","1373","@DELETE all the todos in the system","api-tests","Wed Mar 19 07:45:33 GMT 2025","passed","Wed Mar 19 07:45:34 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","85","Check status code 204 (No Content). @GET","api-tests","Wed Mar 19 07:45:31 GMT 2025","passed","Wed Mar 19 07:45:31 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","90","@GET todos list with a query filter to get only todos which are `done`","api-tests","Wed Mar 19 07:45:29 GMT 2025","passed","Wed Mar 19 07:45:29 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","90","Cannot create todo with PUT due to Auto fields id. @PUT","api-tests","Wed Mar 19 07:45:29 GMT 2025","passed","Wed Mar 19 07:45:29 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","94","Can't update a todo without mandatory title field. @PUT","api-tests","Wed Mar 19 07:45:29 GMT 2025","passed","Wed Mar 19 07:45:29 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","89","Restore the Todos database in memory. @PUT","api-tests","Wed Mar 19 07:45:31 GMT 2025","passed","Wed Mar 19 07:45:31 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
