"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","91","Can't create a todo with unsupported content type","api-tests","Sun Mar 16 17:20:33 GMT 2025","passed","Sun Mar 16 17:20:33 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","266","Get challenger GUID not currently in memory to restore that challenger's progress into memory. @PUT","api-tests","Sun Mar 16 17:20:33 GMT 2025","passed","Sun Mar 16 17:20:33 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","91","Can't create a todo with too long description. @POST","api-tests","Sun Mar 16 17:20:31 GMT 2025","passed","Sun Mar 16 17:20:31 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","27","Simulate DELETE method as @POST","api-tests","Sun Mar 16 17:20:34 GMT 2025","passed","Sun Mar 16 17:20:34 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","87","""Authentication "" User can't be authenticated via wrong (Basic64) credentials. @POST","api-tests","Sun Mar 16 17:20:34 GMT 2025","passed","Sun Mar 16 17:20:34 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","172","Create a todo. @POST","api-tests","Sun Mar 16 17:20:30 GMT 2025","passed","Sun Mar 16 17:20:30 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","97","@GET user progress data","api-tests","Sun Mar 16 17:20:33 GMT 2025","passed","Sun Mar 16 17:20:33 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","173","Retrieve the current todos database for the user. @GET","api-tests","Sun Mar 16 17:20:33 GMT 2025","passed","Sun Mar 16 17:20:33 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","88","Full update a todo via @PUT method","api-tests","Sun Mar 16 17:20:31 GMT 2025","passed","Sun Mar 16 17:20:31 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","89","@DELETE a todo in the todos list","api-tests","Sun Mar 16 17:20:32 GMT 2025","passed","Sun Mar 16 17:20:32 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","107","Can't @GET wrong todo{id} in the list","api-tests","Sun Mar 16 17:20:30 GMT 2025","passed","Sun Mar 16 17:20:30 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","91","Can't update a todo which does not exist via @POST method","api-tests","Sun Mar 16 17:20:32 GMT 2025","passed","Sun Mar 16 17:20:32 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","87","""Authorization"" Can't create a note when no X-AUTH-TOKEN present. @POST","api-tests","Sun Mar 16 17:20:35 GMT 2025","passed","Sun Mar 16 17:20:35 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","93","@GET todos list with results in JSON format","api-tests","Sun Mar 16 17:20:32 GMT 2025","passed","Sun Mar 16 17:20:32 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","96","@GET todos list with results in default JSON format","api-tests","Sun Mar 16 17:20:32 GMT 2025","passed","Sun Mar 16 17:20:32 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","90","""Authorization"" Can't get data when X-AUTH-TOKEN does not match a valid token. @GET","api-tests","Sun Mar 16 17:20:34 GMT 2025","passed","Sun Mar 16 17:20:34 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","84","Check status code 500 (internal server error). @PATCH","api-tests","Sun Mar 16 17:20:34 GMT 2025","passed","Sun Mar 16 17:20:34 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","91","Cannot create todo with PUT due to Auto fields id. @PUT","api-tests","Sun Mar 16 17:20:31 GMT 2025","passed","Sun Mar 16 17:20:32 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","88","""Authorization"" Can't create a note when X-AUTH-TOKEN does not match a valid token. @POST","api-tests","Sun Mar 16 17:20:35 GMT 2025","passed","Sun Mar 16 17:20:35 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","88","@GET todos list when an empty accept header","api-tests","Sun Mar 16 17:20:32 GMT 2025","passed","Sun Mar 16 17:20:32 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","88","Simulate PATCH method as @POST","api-tests","Sun Mar 16 17:20:34 GMT 2025","passed","Sun Mar 16 17:20:34 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","144","Get the list of headers. @HEAD","api-tests","Sun Mar 16 17:20:30 GMT 2025","passed","Sun Mar 16 17:20:30 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","87","@GET todos list with a query filter to get only todos which are `done`","api-tests","Sun Mar 16 17:20:32 GMT 2025","passed","Sun Mar 16 17:20:32 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","91","Partial update a todo via @PUT method","api-tests","Sun Mar 16 17:20:31 GMT 2025","passed","Sun Mar 16 17:20:31 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","90","Can't create a todo with exceeded 5000 characters characters in payload. @POST","api-tests","Sun Mar 16 17:20:31 GMT 2025","passed","Sun Mar 16 17:20:31 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","93","Create a todo using JSON but accept XML. @POST","api-tests","Sun Mar 16 17:20:34 GMT 2025","passed","Sun Mar 16 17:20:34 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","97","Create a todo with max out content. @POST","api-tests","Sun Mar 16 17:20:31 GMT 2025","passed","Sun Mar 16 17:20:31 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","30","Create a todo using XML but accept JSON. @POST","api-tests","Sun Mar 16 17:20:34 GMT 2025","passed","Sun Mar 16 17:20:34 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","91","Create a todo accepting only JSON. @POST","api-tests","Sun Mar 16 17:20:33 GMT 2025","passed","Sun Mar 16 17:20:33 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","140","@GET the list of todos","api-tests","Sun Mar 16 17:20:30 GMT 2025","passed","Sun Mar 16 17:20:30 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","177","""Bearer"" Create a note when valid X-AUTH-TOKEN value used as an Authorization Bearer token. @GET","api-tests","Sun Mar 16 17:20:35 GMT 2025","passed","Sun Mar 16 17:20:35 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","114","Partial update via @POST method a certain todo{id}","api-tests","Sun Mar 16 17:20:32 GMT 2025","passed","Sun Mar 16 17:20:32 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","95","Can't create a todo with wrong 'doneStatus': boolean value. @POST","api-tests","Sun Mar 16 17:20:30 GMT 2025","passed","Sun Mar 16 17:20:31 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","90","@GET correct todo{id} in the list","api-tests","Sun Mar 16 17:20:30 GMT 2025","passed","Sun Mar 16 17:20:30 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","176","""Authorization"" Create a note when valid X-AUTH-TOKEN present","api-tests","Sun Mar 16 17:20:35 GMT 2025","passed","Sun Mar 16 17:20:35 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","92","Simulate TRACE method as @POST","api-tests","Sun Mar 16 17:20:34 GMT 2025","passed","Sun Mar 16 17:20:34 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","1985","Create maximum number of TODOS allowed for a user. @POST","api-tests","Sun Mar 16 17:20:37 GMT 2025","passed","Sun Mar 16 17:20:39 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
