"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","55","Can't create a todo with wrong 'doneStatus': boolean value. @POST","api-tests","Mon Mar 17 18:18:01 GMT 2025","passed","Mon Mar 17 18:18:01 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","80","""Bearer"" Create a note when valid X-AUTH-TOKEN value used as an Authorization Bearer token. @GET","api-tests","Mon Mar 17 18:18:04 GMT 2025","passed","Mon Mar 17 18:18:04 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","39","""Authentication "" User can't be authenticated via wrong (Basic64) credentials. @POST","api-tests","Mon Mar 17 18:18:03 GMT 2025","passed","Mon Mar 17 18:18:03 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","41","Create a todo accepting only JSON. @POST","api-tests","Mon Mar 17 18:18:02 GMT 2025","passed","Mon Mar 17 18:18:02 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","38","""Authorization"" Can't get data when X-AUTH-TOKEN does not match a valid token. @GET","api-tests","Mon Mar 17 18:18:03 GMT 2025","passed","Mon Mar 17 18:18:03 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","45","Can't @GET todos list when unrecognised accept type header","api-tests","Mon Mar 17 18:18:02 GMT 2025","passed","Mon Mar 17 18:18:02 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","79","Retrieve the current todos database for the user. @GET","api-tests","Mon Mar 17 18:18:03 GMT 2025","passed","Mon Mar 17 18:18:03 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","38","@GET todos list with results in XML format","api-tests","Mon Mar 17 18:18:02 GMT 2025","passed","Mon Mar 17 18:18:02 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","53","@GET the list of todos","api-tests","Mon Mar 17 18:18:01 GMT 2025","passed","Mon Mar 17 18:18:01 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","47","Check status code 405 (Method Not Allowed). @DELETE","api-tests","Mon Mar 17 18:18:03 GMT 2025","passed","Mon Mar 17 18:18:03 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","62","Can't update a todo without mandatory title field. @PUT","api-tests","Mon Mar 17 18:18:02 GMT 2025","passed","Mon Mar 17 18:18:02 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","45","""Authorization"" Can't get data when no X-AUTH-TOKEN header present. @GET","api-tests","Mon Mar 17 18:18:03 GMT 2025","passed","Mon Mar 17 18:18:03 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","43","@GET user progress data","api-tests","Mon Mar 17 18:18:02 GMT 2025","passed","Mon Mar 17 18:18:02 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","40","Check status code 500 (internal server error). @PATCH","api-tests","Mon Mar 17 18:18:03 GMT 2025","passed","Mon Mar 17 18:18:03 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
