"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","87","""Authorization"" Can't get data when no X-AUTH-TOKEN header present. @GET","api-tests","Sun Mar 16 17:31:16 GMT 2025","passed","Sun Mar 16 17:31:16 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","84","""Authorization"" Can't get data when X-AUTH-TOKEN does not match a valid token. @GET","api-tests","Sun Mar 16 17:31:16 GMT 2025","passed","Sun Mar 16 17:31:16 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","86","Can't update a todo which does not exist via @POST method","api-tests","Sun Mar 16 17:31:14 GMT 2025","passed","Sun Mar 16 17:31:14 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","114","@GET the list of challenges","api-tests","Sun Mar 16 17:31:11 GMT 2025","passed","Sun Mar 16 17:31:12 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","183","""Authorization"" Get data when valid X-AUTH-TOKEN used. @GET","api-tests","Sun Mar 16 17:31:16 GMT 2025","passed","Sun Mar 16 17:31:17 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","112","Can't create a todo with wrong 'doneStatus': boolean value. @POST","api-tests","Sun Mar 16 17:31:12 GMT 2025","passed","Sun Mar 16 17:31:13 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","25","Simulate DELETE method as @POST","api-tests","Sun Mar 16 17:31:16 GMT 2025","passed","Sun Mar 16 17:31:16 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","169","""Bearer"" Get data when using the X-AUTH-TOKEN value as an Authorization Bearer token. @GET","api-tests","Sun Mar 16 17:31:17 GMT 2025","passed","Sun Mar 16 17:31:17 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","90","@GET todos list with results in JSON format","api-tests","Sun Mar 16 17:31:14 GMT 2025","passed","Sun Mar 16 17:31:14 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","85","Cannot create todo with PUT due to Auto fields id. @PUT","api-tests","Sun Mar 16 17:31:13 GMT 2025","passed","Sun Mar 16 17:31:14 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","91","Can't update a todo without mandatory title field. @PUT","api-tests","Sun Mar 16 17:31:13 GMT 2025","passed","Sun Mar 16 17:31:13 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","85","Simulate PATCH method as @POST","api-tests","Sun Mar 16 17:31:16 GMT 2025","passed","Sun Mar 16 17:31:16 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","106","Get the list of headers. @HEAD","api-tests","Sun Mar 16 17:31:12 GMT 2025","passed","Sun Mar 16 17:31:12 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","108","@GET correct todo{id} in the list","api-tests","Sun Mar 16 17:31:12 GMT 2025","passed","Sun Mar 16 17:31:12 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","85","Simulate TRACE method as @POST","api-tests","Sun Mar 16 17:31:16 GMT 2025","passed","Sun Mar 16 17:31:16 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","169","Can't @GET a todo when endpoint (not plural) is wrong","api-tests","Sun Mar 16 17:31:12 GMT 2025","passed","Sun Mar 16 17:31:12 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","88","Check status code 204 (No Content). @GET","api-tests","Sun Mar 16 17:31:16 GMT 2025","passed","Sun Mar 16 17:31:16 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","89","@GET todos list when an empty accept header","api-tests","Sun Mar 16 17:31:14 GMT 2025","passed","Sun Mar 16 17:31:14 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","190","Retrieve the current todos database for the user. @GET","api-tests","Sun Mar 16 17:31:15 GMT 2025","passed","Sun Mar 16 17:31:15 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","85","Can't create a todo with unsupported content type","api-tests","Sun Mar 16 17:31:15 GMT 2025","passed","Sun Mar 16 17:31:15 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","177","""Bearer"" Create a note when valid X-AUTH-TOKEN value used as an Authorization Bearer token. @GET","api-tests","Sun Mar 16 17:31:17 GMT 2025","passed","Sun Mar 16 17:31:17 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","194","""Authorization"" Create a note when valid X-AUTH-TOKEN present","api-tests","Sun Mar 16 17:31:17 GMT 2025","passed","Sun Mar 16 17:31:17 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","113","Can't create a todo with too long description. @POST","api-tests","Sun Mar 16 17:31:13 GMT 2025","passed","Sun Mar 16 17:31:13 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","90","Check status code 500 (internal server error). @PATCH","api-tests","Sun Mar 16 17:31:16 GMT 2025","passed","Sun Mar 16 17:31:16 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","94","Create a todo with max out content. @POST","api-tests","Sun Mar 16 17:31:13 GMT 2025","passed","Sun Mar 16 17:31:13 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","92","Can't create a todo because the payload contains an unrecognised field. @POST","api-tests","Sun Mar 16 17:31:13 GMT 2025","passed","Sun Mar 16 17:31:13 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","85","""Authentication "" User can't be authenticated via wrong (Basic64) credentials. @POST","api-tests","Sun Mar 16 17:31:16 GMT 2025","passed","Sun Mar 16 17:31:16 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","100","Can't create a todo with too long title. @POST","api-tests","Sun Mar 16 17:31:13 GMT 2025","passed","Sun Mar 16 17:31:13 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","89","Can't @GET todos list when unrecognised accept type header","api-tests","Sun Mar 16 17:31:14 GMT 2025","passed","Sun Mar 16 17:31:15 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","87","@DELETE a todo in the todos list","api-tests","Sun Mar 16 17:31:14 GMT 2025","passed","Sun Mar 16 17:31:14 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","88","Can't create a todo with exceeded 5000 characters characters in payload. @POST","api-tests","Sun Mar 16 17:31:13 GMT 2025","passed","Sun Mar 16 17:31:13 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","85","Restore the Todos database in memory. @PUT","api-tests","Sun Mar 16 17:31:15 GMT 2025","passed","Sun Mar 16 17:31:15 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","86","@GET todos list with a query filter to get only todos which are `done`","api-tests","Sun Mar 16 17:31:14 GMT 2025","passed","Sun Mar 16 17:31:14 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","89","Create a todo using JSON but accept XML. @POST","api-tests","Sun Mar 16 17:31:15 GMT 2025","passed","Sun Mar 16 17:31:16 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","1343","@DELETE all the todos in the system","api-tests","Sun Mar 16 17:31:17 GMT 2025","passed","Sun Mar 16 17:31:19 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","91","@GET todos list with results in the preferred XML format","api-tests","Sun Mar 16 17:31:14 GMT 2025","passed","Sun Mar 16 17:31:14 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","88","Full update a todo via @PUT method","api-tests","Sun Mar 16 17:31:13 GMT 2025","passed","Sun Mar 16 17:31:13 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","88","Can't update an existing todo because id different in payload. @PUT","api-tests","Sun Mar 16 17:31:13 GMT 2025","passed","Sun Mar 16 17:31:13 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","92","@GET todos list with results in XML format","api-tests","Sun Mar 16 17:31:14 GMT 2025","passed","Sun Mar 16 17:31:14 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
"","93","Restore that challenger's progress into memory. @PUT","api-tests","Sun Mar 16 17:31:15 GMT 2025","passed","Sun Mar 16 17:31:15 GMT 2025","API Challenges","api-tests/api-challenges.api.js","",""
